,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,neighborhood_median,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2395,25920781,Near 606 Trail | Free Garage Parking | W&D |LUXTEL,130502086,Yolanda,Humboldt Park,41.91252,-87.72459,Entire home/apt,124,74,2,48,2021-02-14,2.2,1,20
2396,25924672,Private Room - Simple and Cozy,194160632,Jerome,Chatham,41.742740000000005,-87.61495,Private room,45,49,3,41,2020-11-27,1.28,2,179
2397,25927197,master BR in modern Ukr Vlg gem w/ full breakfast,8218275,Peter,West Town,41.89646,-87.68959,Private room,30,100,2,90,2021-02-05,2.76,7,38
2398,25935213,Felicie & Henri's Lakeview duplex house,23068177,Félicie,Lake View,41.93824,-87.67022,Entire home/apt,156,95,7,9,2019-08-12,0.28,1,0
2399,25940510,Peaceful River West Apt - free gated parking,145239744,Mando,West Town,41.8902,-87.64574,Entire home/apt,112,100,2,145,2021-02-13,4.69,2,35
2400,25942236,2 Bedroom Bucktown Apartment - So Charming!,44265896,Rachel,West Town,41.910990000000005,-87.686,Entire home/apt,92,100,1,115,2021-01-25,3.59,3,0
2401,25944899,Rose of Roscoe,195015117,Brenda,North Center,41.93728,-87.67351,Entire home/apt,225,112,2,12,2020-11-27,0.57,2,363
2402,25949285,Spacious Duplex with Courtyard,109324837,Youngin,Lincoln Park,41.931329999999996,-87.66221999999999,Entire home/apt,84,123,3,61,2020-03-08,1.88,1,0
2403,25949955,★House in Hot Neighborhood ★Central to Everything!,195055541,Jon,Logan Square,41.91516,-87.6981,Private room,64,90,1,108,2020-02-16,3.3,3,0
2404,25955899,Large Chicago apt  excellent for families/business,127998154,Robert,Lincoln Park,41.93193,-87.64243,Entire home/apt,750,123,1,20,2020-02-16,0.63,1,75
2405,25971516,C. MANSION SHARED COED ROOM (NOT PRIVATE) LOW BUNK,163484540,Francineuma Vitoriano Dos Santos,Calumet Heights,41.72825,-87.57845,Shared room,16,16,2,58,2021-01-20,1.8,13,348
2406,25973068,BuckTown Super Space,191156752,John,West Town,41.909259999999996,-87.67645999999999,Entire home/apt,250,100,90,9,2019-10-14,0.31,5,179
2407,25973971,D. MANSION SHARED COED ROOM (NOT PRIVATE) TOP BUNK,163484540,Francineuma Vitoriano Dos Santos,Calumet Heights,41.73003,-87.57701999999999,Shared room,15,16,2,66,2021-02-08,2.02,13,326
2408,25977595,"Cozy Cot 2720 
NOT A PRIVATE ROOM",36128270,Juanita,North Lawndale,41.8568,-87.6929,Shared room,14,45,2,118,2021-01-31,3.67,8,345
2409,25983351,"UChicago, Sci Museum | Lake View + Gym | Zencity",47172572,Zencity,Hyde Park,41.7969,-87.58075,Entire home/apt,52,50,1,121,2021-01-02,3.73,63,160
2410,25983598,"UChicago, Lake, Sci Museum | Gym + W&D | Zencity",47172572,Zencity,Hyde Park,41.79661,-87.58114,Entire home/apt,45,50,1,133,2021-01-04,4.1,63,186
2411,25983750,"UChicago, Lake, Sci Museum | Gym + W&D | Zencity",47172572,Zencity,Grand Boulevard,41.803129999999996,-87.61391,Entire home/apt,40,86,1,128,2021-01-01,4.02,63,197
2412,25983838,"UChicago, Lake, Sci Museum | Gym + W&D | Zencity",47172572,Zencity,Kenwood,41.80426,-87.58561,Entire home/apt,39,85,1,95,2021-01-28,2.97,63,188
2413,25983938,"UChicago, Shops + Eats, Lake | Gym + W&D | Zencity",47172572,Zencity,Hyde Park,41.80037,-87.58447,Entire home/apt,40,50,1,131,2021-01-31,4.15,63,177
2414,25984019,"UChicago, Shops + Eats, Lake | Gym + W&D | Zencity",47172572,Zencity,Hyde Park,41.79994,-87.58419,Entire home/apt,43,50,1,92,2021-01-16,2.92,63,188
2415,25984142,"★★★Charming 2BR near downtown, +FREE parking★★★",151133847,Candace,West Town,41.89355,-87.6621,Entire home/apt,83,100,3,66,2021-02-13,2.05,3,50
2416,25998254,Beautiful house with private rooftop deck!!,32230987,Seth William,Logan Square,41.921479999999995,-87.6828,Private room,257,90,2,9,2019-10-18,0.29,1,364
2417,26002254,★House in Hot Neighborhood ★FREE Street Parking,195055541,Jon,Logan Square,41.91515,-87.69745999999999,Private room,58,90,1,101,2020-03-16,3.09,3,0
2418,26006528,Cozy Small Room in Edgewater,116537780,Eric,Edgewater,41.99617,-87.6683,Private room,40,83,2,36,2020-02-16,1.1,2,0
2419,26029058,Modern Room in Sunny Edgewater Home,116537780,Eric,Edgewater,41.99617,-87.6683,Private room,45,83,2,33,2021-01-24,1.02,2,0
2420,26029969,Sunlit Sanctuary with Huge Landscaped Private Outdoor Patio,26535257,Leigh,Lake View,41.93618,-87.65602,Entire home/apt,323,95,5,56,2021-02-10,1.78,1,302
2421,26032762,Chic & Cozy Micro Studio - Near Concert/Wrigley,7218152,Naiyah,Uptown,41.97032,-87.65505999999999,Entire home/apt,89,81,2,79,2019-11-17,2.43,1,0
2422,26035674,Cute Celebrity themed retreat Super clean !,152918055,Tiffany,Austin,41.884640000000005,-87.77434000000001,Entire home/apt,120,70,2,22,2020-06-15,0.72,3,0
2423,26039603,★House in Hot Neighborhood ★Cosy Single,195055541,Jon,Logan Square,41.9161,-87.69570999999999,Private room,53,90,1,59,2020-03-13,1.82,3,0
2424,26061168,Excellent Cozy BuckTown,191156752,John,West Town,41.9106,-87.67475999999999,Entire home/apt,149,100,60,20,2020-02-16,0.62,5,90
2425,26102179,Little Village studio,79010967,Javier,South Lawndale,41.84942,-87.69918,Entire home/apt,45,60,1,147,2021-01-04,4.61,4,44
2426,26106260,2 bedroom apartment near Chinatown,129327646,Roger,Bridgeport,41.84405,-87.63971,Entire home/apt,72,65,2,159,2020-11-15,4.94,7,0
2427,26111681,Oasis 1 #12 - 2 Bedroom Condo - McCormick Place,178710732,Annie,Armour Square,41.853120000000004,-87.63306999999999,Entire home/apt,114,60,1,42,2021-01-31,1.42,19,365
2428,26132170,Private room in Irving Park!,55699305,Camila,Irving Park,41.95417,-87.71188000000001,Private room,26,75,2,16,2018-11-13,0.5,1,0
2429,26133668,Very confortable 1 bedroom (Queen size bed Room B),40832295,Shannon & Carmen,Belmont Cragin,41.91988,-87.77879,Private room,115,59,2,4,2019-10-14,0.13,5,88
2430,26133988,Bedroom C  Queen size bed,40832295,Shannon & Carmen,Belmont Cragin,41.920590000000004,-87.77877,Private room,115,59,1,5,2019-05-19,0.16,5,90
2431,26134184,Comfortable 4 bedroom/2 bath/shared common space,40832295,Shannon & Carmen,Belmont Cragin,41.91861,-87.77833000000001,Private room,350,59,1,0,,0.0,5,88
2432,26136383,"R4 Lincoln Park, Zoo, Lakeview Studio",23612069,Tj,Lincoln Park,41.92873,-87.64084,Entire home/apt,56,123,1,140,2021-01-18,4.32,14,86
2433,26137771,Perfectly Located Room,196479869,Chris,Lake View,41.94198,-87.65015,Private room,99,95,1,2,2018-07-31,0.06,1,0
2434,26138093,♥ 3BR/2.5 BA House + Roof Deck in Wicker Park  ♥,5312983,Christopher,West Town,41.910090000000004,-87.69029,Entire home/apt,499,100,3,25,2021-02-17,1.2,1,255
2435,26138846,Hermosa Homestead - Single room,26025891,Renée,Hermosa,41.91472,-87.72711,Private room,45,60,2,12,2019-10-14,0.38,2,139
2436,26159573,Sunny and charming vintage Avondale home near CTA,4351717,Amanda,Avondale,41.94337,-87.72386,Entire home/apt,211,80,2,1,2019-07-21,0.05,1,0
2437,26160964,MedDistrict Attached Private Bath Master MONTHLY,100782278,Emily & Rich,Near West Side,41.87842,-87.68186999999999,Private room,50,102,41,8,2020-08-16,0.27,29,328
2438,26162767,F. MANSION SHARED COED ROOM (NOT PRIVATE) TOP BUNK,163484540,Francineuma Vitoriano Dos Santos,Calumet Heights,41.7278,-87.57853,Shared room,15,16,2,26,2021-01-31,0.87,13,343
2439,26186206,Bachelor Pad in the heart of a great neighborhood!,5907377,Phill,Irving Park,41.96391,-87.7354,Entire home/apt,89,75,2,34,2021-01-02,1.05,1,0
2440,26194496,Stars and Stripes Room,110725131,Ronak,South Shore,41.77098,-87.59000999999999,Private room,39,60,32,6,2020-08-13,0.19,10,170
2441,26194762,"Cozy, Stylish 2BR Apt near O'Hare Int'l Airport",166918192,Brad & Sara,Portage Park,41.967040000000004,-87.76796,Entire home/apt,49,70,1,80,2021-02-06,2.57,25,348
2442,26194841,Beach room,110725131,Ronak,South Shore,41.76979,-87.59002,Private room,49,60,31,2,2019-09-12,0.06,10,364
2443,26196902,Saint Ruby's Flats Private Room,250400,Dan,South Lawndale,41.85434,-87.69832,Private room,32,60,28,2,2020-03-30,0.13,10,0
2444,26196932,Nice and clean 2,192298305,Irma,Humboldt Park,41.90887,-87.71448000000001,Private room,46,74,1,45,2020-02-17,1.39,2,365
2445,26198663,Quiet room near McCormick- for women,196906001,Addie And Boon,Douglas,41.82938,-87.61929,Private room,45,80,1,43,2019-10-27,1.33,1,344
2446,26216553,guest BR in rehabbed Ukr Vlg gem w/ full breakfast,8218275,Peter,West Town,41.89646,-87.68959,Private room,29,100,2,67,2021-02-10,2.07,7,28
2447,26221841,XL Private Bedroom/Bath - walk to Wrigley/Lake!,24970476,Jeff,Uptown,41.95778,-87.65491,Private room,53,81,2,37,2019-12-31,1.16,1,0
2448,26234305,2-Story Coach House in Old Town! Great Location!,23351061,Rebecca,Lincoln Park,41.911809999999996,-87.64177,Entire home/apt,156,123,2,96,2020-01-12,3.05,1,0
2449,26234572,Cozy Basement Studio in Chicago (Galewood),25553049,Emily,Austin,41.91261,-87.79041,Entire home/apt,85,70,2,44,2020-10-25,1.44,2,356
2450,26251178,"Feel at Home in Chicago, with Parking, Steps from Evanston",58183515,D & B,West Ridge,42.01225,-87.68451,Entire home/apt,71,54,1,244,2021-02-15,7.74,1,314
2451,26253486,Private room in a beautiful Little Italy home.,22507060,Gerardo And Erica,Near West Side,41.86875,-87.6611,Private room,80,102,2,30,2020-03-01,0.95,1,89
2452,26272268,A place for a short stay in center of Logan Square,145141302,John,Logan Square,41.92623,-87.69176999999999,Private room,35,90,1,12,2020-08-22,0.39,1,295
2453,26273349,"S4 Old Town, Gold Coast, Downtown, Lincoln Park",23612069,Tj,Near North Side,41.9088,-87.63458,Entire home/apt,54,132,1,108,2021-01-29,3.35,14,84
2454,26274520,Beautiful clean garden unit in Ukranian Village,197516828,David,West Town,41.89985,-87.68751999999999,Entire home/apt,75,100,2,90,2020-03-15,3.1,1,109
2455,26291814,Airy McKinley Park 1BR; minutes from downtown,2133865,Jesse,Mckinley Park,41.83339,-87.671,Entire home/apt,66,50,2,8,2018-10-22,0.26,2,16
2456,26294603,Loyola University Private Room,6876990,Carlos,Rogers Park,42.0019,-87.66619,Private room,39,71,3,8,2021-02-01,0.3,1,348
2457,26305228,Spacious Wrigleyville studio with private balcony,197795553,Almaz,Uptown,41.95735,-87.65304,Entire home/apt,75,81,2,120,2020-01-12,3.76,1,0
2458,26317308,Small space near Metra /noBR/WiFi/spaceheateronly,148609623,Nicole,Beverly,41.70138,-87.669,Private room,19,39,1,0,,0.0,2,0
2459,26337715,Behind the Beaten Path,185912680,Julia,Humboldt Park,41.9026,-87.70854,Entire home/apt,80,74,2,100,2021-01-02,3.11,1,164
2460,26364102,Perfect W. Lakeview/Roscoe Village w/patio & pkg,80124571,D,Lake View,41.93777,-87.67041,Entire home/apt,225,95,30,1,2021-01-23,1.0,2,210
2461,26370161,NEW SLEEK 1 BEDROOM GREAT LOCATION by WholeFoods,3965428,Rob,Near North Side,41.89103,-87.61907,Entire home/apt,150,132,60,0,,0.0,74,365
2462,26393404,Red Room,198464009,Edward,East Garfield Park,41.884570000000004,-87.70975,Private room,35,49,1,36,2019-10-10,1.13,3,180
2463,26402837,"Cozy private room /Blue Line ,Metra train /",40425145,Grace,Irving Park,41.95805,-87.72962,Private room,50,75,30,26,2020-07-20,0.81,3,364
2464,26408284,"*McCormickMidway5 mi downtown43GreenTrain,FreePark",42524732,Kay,Grand Boulevard,41.81623,-87.6217,Private room,85,86,3,10,2019-10-15,0.32,10,365
2465,26421984,Modern New Built in the Heart of City,1483478,Brian,West Town,41.90433,-87.67175999999999,Entire home/apt,299,100,2,55,2020-03-15,1.8,1,255
2466,26422842,2 Bedrooms in the Best Location - Noble Square!,1908904,Ian,West Town,41.89847,-87.66476999999999,Entire home/apt,60,100,1,93,2021-02-09,2.9,1,327
2467,26423697,Cozy Hide-Away Just 10 Mins From Midway Airport,26182845,Marissa,Chicago Lawn,41.77625,-87.69856,Private room,41,51,2,8,2019-04-26,0.25,1,90
2468,26423798,"UChicago, Shops + Eats, Lake | Gym + W&D | Zencity",47172572,Zencity,Kenwood,41.80254,-87.58431,Entire home/apt,42,85,1,103,2021-01-16,3.26,63,194
2469,26425491,Cozy 2 Bedroom Apartment Near Chinatown,129327646,Roger,Bridgeport,41.84503,-87.63988,Entire home/apt,72,65,2,138,2021-01-15,4.36,7,341
2470,26428768,Comfort & Clean!! 15 min ORD/Dwntwn1 & Parking,198731500,J.R.,Jefferson Park,41.970929999999996,-87.7715,Entire home/apt,68,60,2,168,2020-12-08,5.23,5,356
2471,26449065,Cozy Chicago Retreat,30438346,Briana,Austin,41.891870000000004,-87.75098,Private room,39,70,3,8,2020-03-22,0.36,1,0
2472,26476284,Amazingly located Studio APT in CITY!,190798256,Natalie,Near North Side,41.9091,-87.63871999999999,Entire home/apt,214,132,1,17,2019-06-27,0.53,1,0
2473,26476402,A Stones Throw from U Chicago South Campus!,65247752,Luke,Woodlawn,41.78273,-87.59969,Entire home/apt,115,52,3,84,2020-09-21,2.63,1,333
2474,26490361,Chic Downtown Condo - Heart of River North!,199225708,Rebecca,Near North Side,41.893879999999996,-87.63476999999999,Entire home/apt,188,132,2,56,2020-02-14,1.77,1,66
2475,26500795,Cozy Ukrainian Village Apt,199308425,Anne,West Town,41.89662,-87.69215,Entire home/apt,75,100,1,145,2020-01-13,4.61,1,0
2476,26502857,Spectacular Downtown High Rise Extraordinary view,55331519,Ryan,Near South Side,41.863659999999996,-87.62691,Private room,54,126,1,148,2021-01-27,4.82,2,53
2477,26504307,"Free Parking, rehabbed and Close to Downtown!",141453495,Ricky,South Lawndale,41.84592,-87.69844,Entire home/apt,80,60,2,96,2021-02-15,3.03,1,257
2478,26516112,Brand new stylish apt- with all the cozy comforts!,73118105,Caitlin,Humboldt Park,41.91377,-87.70352,Entire home/apt,80,74,2,33,2021-02-09,1.1,1,225
2479,26525178,"BR in Historic Greystone, 2 blocks to Blue Line",63026065,Josh,Logan Square,41.929970000000004,-87.7123,Private room,31,90,4,63,2020-03-09,1.98,1,0
2480,26542171,"Stylish, Shared Apartment for the Perfect Get Away",172675723,Paul,South Lawndale,41.847159999999995,-87.72144,Private room,20,60,3,51,2021-02-08,2.57,1,82
2481,26566001,⚡️DOWNTOWN 2 BEDROOM Cleaned  Sanitized Laundry,3965428,Rob,Near North Side,41.89745,-87.62057,Entire home/apt,185,132,28,5,2020-08-29,0.19,74,365
2482,26579870,Clean & Sanitized - Perfect Wrigleyville Stay,42518018,M J,Lake View,41.944720000000004,-87.65031,Entire home/apt,121,95,1,34,2020-10-25,1.07,4,316
2483,26597961,Old Irving Guest Suite,17999173,Meredith,Irving Park,41.94792,-87.73024000000001,Private room,160,75,2,5,2019-10-14,0.16,2,364
2484,26607433,Stunning downtown High Rise apartment amazing view,55331519,Ryan,Near South Side,41.865590000000005,-87.62666999999999,Private room,54,126,1,136,2021-02-17,4.32,2,0
2485,26628029,E. MANSION SHARED COED ROOM (NOT PRIVATE) LOW BUNK,163484540,Francineuma Vitoriano Dos Santos,Calumet Heights,41.72955,-87.57819,Shared room,16,16,5,39,2021-01-12,1.24,13,365
2486,26629261,B. MANSION SHARED COED ROOM (NOT PRIVATE) TOP BUNK,163484540,Francineuma Vitoriano Dos Santos,Calumet Heights,41.72974,-87.57805,Shared room,15,16,2,53,2020-11-12,1.67,13,340
2487,26632266,Near Soldier Field + United Center + Wrigley Field,1239172,Patrick,Lake View,41.94335,-87.65071,Entire home/apt,213,95,3,16,2019-10-13,0.53,1,364
2488,26638174,Al's Oasis Chicago,195024981,Al,Irving Park,41.94898,-87.70343000000001,Private room,60,75,1,68,2020-12-31,2.2,1,264
2489,26638729,Roscoe Village Radiance! 3BR Home w/ Parking,154850323,Erhan,North Center,41.9384,-87.68297,Entire home/apt,83,112,1,46,2021-02-09,1.59,2,353
2490,26656464,Best/Coolest Logan Square with sunroom and garden,200380922,Hy-May,Logan Square,41.916059999999995,-87.70188,Entire home/apt,175,90,3,68,2020-05-13,2.16,1,0
2491,26700761,Ukrainian Village 3 Bedroom Apartment,156756068,Larissa,West Town,41.8992,-87.68257,Entire home/apt,150,100,3,22,2020-02-18,0.72,2,350
2492,26705201,NEW Apartment in Old Town!,24942185,Karl,Near North Side,41.90957,-87.63462,Entire home/apt,209,132,2,54,2021-01-03,2.2,2,174
2493,26713916,Amazing 3 br* Patio * Parking *Fireplace* Downtown,41862889,Alexandra,Near North Side,41.90965,-87.63746,Entire home/apt,199,132,2,110,2020-07-31,3.55,3,250
2494,26717160,Easy Living in Lake View East!,195674456,Brandon,Lake View,41.95223,-87.64963,Entire home/apt,60,95,5,15,2019-09-29,0.47,1,0
2495,26738161,Wrigley Luxury Home Vintage Charm Modern Finishes,30911760,Michael,Lake View,41.94732,-87.6675,Entire home/apt,536,95,4,0,,0.0,1,110
2496,26751001,Private Bedroom in Chic Home Steps from the Lake,24047255,Yana,Uptown,41.957209999999996,-87.64726,Private room,230,81,1,1,2018-08-06,0.03,2,0
2497,26753013,Top-Floor Lakeview Condo- Walk to Wrigley!,8140279,Samantha,Lake View,41.93979,-87.65746,Entire home/apt,175,95,2,0,,0.0,1,0
2498,26755973,Niiice Space in the heart of Uptown,18345744,Thomas,Uptown,41.96757,-87.65796999999999,Private room,55,81,1,32,2019-10-20,1.02,1,87
2499,26776933,Room D (Queen size bed),40832295,Shannon & Carmen,Belmont Cragin,41.91965,-87.77975,Private room,115,59,2,6,2019-08-04,0.19,5,365
2500,26780835,CHECK IN 8AM. CHECK OUT 7PM- KIND BED,59794802,Lilian,Loop,41.88706,-87.61758,Entire home/apt,400,135,2,9,2019-10-20,0.28,4,89
2501,26783351,Chicago (Upscale Neighborhood) Multi-Unit Estate,48907908,Lupe,Irving Park,41.95684,-87.73013,Entire home/apt,408,75,2,18,2020-09-07,0.57,1,364
2502,26784095,Lincoln Park Shared Housing for Fun,44618537,Robert,Lincoln Park,41.9314,-87.64331,Shared room,60,123,1,27,2020-10-03,0.85,4,0
2503,26787183,Come home to The Met!,24949688,Aiyana,Grand Boulevard,41.81523,-87.61873,Entire home/apt,145,86,1,3,2020-11-03,0.24,1,179
2504,26795754,Nice Place!,156360525,Scott,Lincoln Park,41.919,-87.64933,Entire home/apt,250,123,2,8,2019-07-20,0.27,1,363
2505,26802733,DAILY ROOM SERVICE- KING BED IN HIGH RISE,59794802,Lilian,Near West Side,41.88218,-87.64291,Entire home/apt,400,102,2,6,2019-11-14,0.19,4,89
2506,26804816,Family & Business Shelter in Streeterville,59794802,Lilian,Near North Side,41.89267,-87.61899,Entire home/apt,400,132,2,4,2018-11-03,0.13,4,89
2507,26804834,Retreat to a Stylish 3-Bedroom Brownstone,4434,Kellen,Douglas,41.83245,-87.62068000000001,Entire home/apt,179,80,2,27,2021-02-15,0.93,5,193
2508,26813241,LAKEWOOD MANOR GUEST SUITE |WIFI | PREMIUM CABLE,123420681,Sean,Edgewater,41.996990000000004,-87.66296,Entire home/apt,99,83,2,34,2019-10-24,1.08,1,110
2509,26815108,"McCormick's  Place Across Street, 2 free parkings",105861427,Paroma,Near South Side,41.84737,-87.61934000000001,Entire home/apt,200,126,3,49,2020-03-15,1.63,1,215
2510,26835671,Stay a block from Wrigley! 2 bedroom on Clark,200416010,Saul,Lake View,41.94632,-87.65652,Entire home/apt,87,95,1,113,2021-02-07,3.61,7,328
2511,26843049,Pilsen Deluxe Renovated 2bed/1bath Apt MONTHLY,100782278,Emily & Rich,Lower West Side,41.84956,-87.68117,Entire home/apt,61,70,41,9,2020-10-20,0.33,29,279
2512,26860512,BuckTown/WickerPark House ; yard & single garage.,191156752,John,West Town,41.91073,-87.67436,Entire home/apt,350,100,21,1,2018-08-06,0.03,5,90
2513,26866986,★ SuperHost Modern 1 Bedroom in Center Location ★,3965428,Rob,Near North Side,41.89862,-87.62138,Entire home/apt,94,132,28,9,2020-11-24,0.32,74,325
2514,26876285,South Loop Wintrust Soldier Field McCormick Place,6433274,Amy,Near South Side,41.855579999999996,-87.62526,Private room,75,126,3,19,2019-12-04,0.62,1,0
2515,26877934,"2B Chicago Room with two beds, Roku TV, Wifi 2B",127235673,Alex,Edgewater,41.98617,-87.67142,Private room,39,83,1,14,2020-09-27,0.45,12,303
2516,26883006,Big 4 bedroom single home by McCormick & Downtown,23955355,Long,Bridgeport,41.8453,-87.65623000000001,Entire home/apt,230,65,1,51,2020-03-08,1.63,2,362
2517,26892171,Chicago Single family home located in Edison Park,1385047,Annmarie,Norwood Park,41.9739,-87.81733,Entire home/apt,250,50,7,2,2018-09-16,0.06,1,365
2518,26897622,Spacious Bedroom in Modern Condo w/private bath,5725469,Hector Torres,Uptown,41.9717,-87.65633000000001,Private room,88,81,1,40,2020-02-16,1.28,1,270
2519,26898273,Little Village,79010967,Javier,South Lawndale,41.84953,-87.70065,Entire home/apt,55,60,1,127,2021-01-13,4.1,4,0
2520,26917536,"Cozy, Inviting and Warm 2BR Albany Park Apartment",13619239,Daniel,Albany Park,41.96464,-87.71006,Entire home/apt,99,65,2,15,2020-02-03,0.49,1,0
2521,26923044,HIP Logan Sq SPACIOUS & CLEAN 2 bed top floor apt!,195467041,Melanie,Logan Square,41.92564,-87.71545,Entire home/apt,95,90,2,85,2021-01-17,2.72,2,265
2522,26925109,"Clean, Garden Floor on Little Village Boulevard",202600681,Rosa,South Lawndale,41.85194,-87.69861999999999,Entire home/apt,130,60,2,24,2019-10-23,0.76,1,0
2523,26926629,Private Bedroom in the Heart of Chicago for 2,150199112,Alondra,Lower West Side,41.85297,-87.68074,Private room,70,70,1,40,2020-02-16,1.28,2,178
2524,26927140,Cute home in Chicago's famous Pilsen neighborhood,202616870,Johanna,Lower West Side,41.85604,-87.6768,Entire home/apt,125,70,2,26,2020-02-16,0.84,2,356
2525,26928011,Private Room in Pilsen Chicago for 2,150199112,Alondra,Lower West Side,41.85273,-87.67863,Private room,70,70,1,36,2020-03-17,1.14,2,361
2526,26940306,Cozy Hideout in Art Filled Chicago Neighborhood,202704228,Joe & Amy,Lower West Side,41.8575,-87.65819,Private room,100,70,2,88,2020-03-14,2.81,1,78
2527,26948059,Cozy bedroom in Chicago's Pilsen neighborhood,202616870,Johanna,Lower West Side,41.8542,-87.67518000000001,Private room,80,70,1,9,2020-10-05,0.29,2,360
2528,26959321,Exquisite Condo Steps from Lincoln Park,78910173,Jack,Lincoln Park,41.929429999999996,-87.64095,Entire home/apt,219,123,21,4,2021-02-15,0.14,1,208
2529,26961273,(Entire house) Extended Stay Apt for Professionals,202878032,Ade And J Shuntay,South Shore,41.76758,-87.56822,Entire home/apt,60,60,32,23,2020-10-06,0.73,4,324
2530,26978242,Quiet and Spacious Yoga Studio Loft,8244522,GuruNischan,Bridgeport,41.82522,-87.63987,Private room,40,65,5,13,2021-01-16,0.42,2,365
2531,26991799,Comfort & Clean! 15 min ORD/Dwntwn2 & Parking,198731500,J.R.,Jefferson Park,41.97051,-87.77087,Entire home/apt,67,60,3,132,2020-11-09,4.19,5,353
2532,27016482,Rooftop views next to everything,52012721,Justin,West Town,41.8917,-87.66679,Private room,88,100,2,24,2020-11-07,0.77,1,69
2533,27031481,Ocean grey room,198464009,Edward,East Garfield Park,41.885670000000005,-87.70787,Private room,50,49,2,14,2019-09-15,0.45,3,180
2534,27034898,Bronzeville Suite Near McCormick - Entire Basement,200403296,Monica,Grand Boulevard,41.81497,-87.61143,Private room,45,86,2,46,2020-05-25,1.47,1,6
2535,27056704,Home Office/Quiet Location/Walkable/Fast Wifi,63936686,Alex,West Town,41.89423,-87.66205,Entire home/apt,111,100,2,58,2021-01-03,3.19,3,277
2536,27057811,Purple Room,198464009,Edward,East Garfield Park,41.88558,-87.70948,Private room,38,49,2,15,2019-09-29,0.48,3,180
2537,27058146,"Northside Charmer—Safe Neighborhood, Easy Parking",23940008,Swisher,North Park,41.984759999999994,-87.73087,Entire home/apt,66,80,2,79,2021-02-14,2.93,1,131
2538,27063669,1BR Garden Unit close to Everything,26077223,Cesar,Archer Heights,41.80207,-87.72533,Entire home/apt,65,60,1,8,2021-01-31,1.28,1,362
2539,27100328,Mckelvin Garden suite,203955124,Anthony,Douglas,41.834759999999996,-87.6182,Entire home/apt,85,80,1,57,2020-11-28,1.84,1,168
2540,27101218,River North  2 bedroom condo with fabulous views,1161623,Lynne,Near North Side,41.896,-87.62907,Entire home/apt,90,132,30,12,2020-12-15,0.44,1,197
2541,27106400,Fully Furnished Apartment Wicker Park Free Parking,33605887,Ewa,West Town,41.9011,-87.66337,Entire home/apt,95,100,1,261,2021-02-11,8.6,2,51
2542,27109169,Studio artist's loft space,27600295,Vicky,West Town,41.89082,-87.6737,Private room,85,100,1,3,2019-10-14,0.1,3,199
2543,27130224,"UChicago, Shops + Eats, Lake | Gym + W&D | Zencity",47172572,Zencity,Hyde Park,41.801,-87.58425,Entire home/apt,39,50,1,81,2021-01-11,2.62,63,170
2544,27130315,"UChicago, Shops + Eats, Lake | Gym + W&D | Zencity",47172572,Zencity,Hyde Park,41.80079,-87.58485,Entire home/apt,41,50,1,75,2020-11-13,2.43,63,102
2545,27130424,"UChicago, Shops + Eats, Lake | Gym + W&D | Zencity",47172572,Zencity,Hyde Park,41.79945,-87.58381999999999,Entire home/apt,42,50,1,76,2020-12-21,2.48,63,163
2546,27133454,Queen bed in West loop/united center/med dist 1,66944232,Arun,Near West Side,41.88179,-87.6811,Private room,39,102,1,43,2020-02-01,1.94,1,0
2547,27136878,3 bedroom townhome minutes from Downtown,204303072,George,West Town,41.90142,-87.66277,Entire home/apt,93,100,3,151,2020-12-27,4.86,2,23
2548,27166317,S3 Studio in OldTown with Balcony,23612069,Tj,Near North Side,41.90685,-87.63309,Entire home/apt,59,132,1,119,2021-02-06,3.8,14,84
2549,27168613,Princeton Bath and Tennis 1,202087077,Patrick,Fuller Park,41.81399999999999,-87.63280999999999,Entire home/apt,52,86,1,74,2020-11-02,2.37,1,364
2550,27169700,Vintage 3BR Apartment in Logan Square,22059529,Michael,Logan Square,41.92259,-87.71556,Entire home/apt,68,90,2,28,2020-12-30,3.04,1,47
2551,27187793,Modern Cozy Chicago Apartment At The Best Location,10635447,Ana,Loop,41.86788,-87.62678000000001,Entire home/apt,76,135,1,81,2021-02-01,2.59,2,90
2552,27217611,Perfect spot LINCOLN Park/Old Town,204969763,Daniel,Lincoln Park,41.91767,-87.64166999999999,Private room,125,123,1,15,2019-10-14,0.48,1,87
2553,27223908,Updated Condo near Downtown with Porch,44997651,David,West Town,41.8949,-87.66244,Private room,39,100,1,102,2021-01-10,3.37,2,0
2554,27226695,Home for Relaxing & Entertaining Near to Wrigley,46939427,Anthony,North Center,41.95683,-87.69037,Entire home/apt,529,112,2,10,2019-09-22,0.35,5,357
2555,27228203,Pilsen Functional Renovated 3bed/1bath Apt MONTHLY,100782278,Emily & Rich,Lower West Side,41.84942,-87.68148000000001,Entire home/apt,63,70,41,5,2020-05-31,0.19,29,311
2556,27230321,LARGE SPACE - TWO LEVELS  - DECK - PARKING!,19645168,Brandon,Lincoln Park,41.92873,-87.65856,Entire home/apt,125,123,30,45,2020-03-20,1.49,8,165
